id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster
solspacestation,SOL,0,0,0,SolSpaceStation🛰 • 👨‍🚀LAUNCHING 17th Dec,0,0,cluster_0
spudsammy,LINK,90,3493,4894,Sammy Spudgun,2,412,cluster_0
sswanso21,LINK,211,12865,27675,happy manen🍉,0,539,cluster_0
starlightwenee,LINK,91,1868,5667,Starlight Wenee-Monbebe (semi-ia),0,285,cluster_0
suatdal18,SHIB,5,325,313,suat dal,1,86,cluster_0
subbugorre,LINK,25,12075,8655,Subbu RC Cult❤🔥☮,0,137,cluster_0
super76607162,SHIB,80,5114,4657,super,2,587,cluster_0
sureshu20180925,SOL,153,6256,2200,Suresh Upadhyay🌠🇮🇳🌠(arjitkumarupadhyay.near),3,1793,cluster_0
sweboy6,LINK,210,367,3695,sweboy,0,4392,cluster_0
tartieeiei,LINK,20134,9568,10611,ts_ttara289,86,864,cluster_0
tayannezago,LINK,0,0,0,tayanne,0,0,cluster_0
taylordawon,LINK,24,293,332,Dawon Taylor,0,362,cluster_0
technew35490185,SOL,0,80,43,Tech News,1,6,cluster_0
tem_zzz_,LINK,190,4420,14959,てむ,2,191,cluster_0
thegiovannixxx,LINK,0,0,0,IG:@thegiovannimontana(OF 6.99),0,0,cluster_0
themocoshow,LINK,29151,13766,11644,The MoCoShow (MCS),116,893,cluster_0
thenextstaners_,LINK,0,0,0,bismillahlulusptnptk'22,0,0,cluster_0
tkdsmile,LINK,0,0,0,タカダスマイル takada smile,0,0,cluster_0
tm2dotcom,LINK,0,0,0,Technology Metals Market,0,0,cluster_0
toluwalopeee_,SOL,7,159,91,Victoria toluwalope,0,133,cluster_0
tonguesoquick1,LINK,179,5178,16882,tonguesoquick,0,1008,cluster_0
topcryptoz,SHIB,104,602,503,Top Cryptoz,1,103,cluster_0
touch0fvenus,LINK,5355,4773,5966,🌿 venus 🥺👉🏼👈🏼 top 3%,7,130,cluster_0
tradercityx,SHIB,85,15660,8117,Crypto boy 🐺,2,3518,cluster_0
twwb5varnvu7jrd,LINK,47,6275,13345,ลัคกี้ ลัคกี้จริงๆ,1,892,cluster_0
ubur_uburmerah,LINK,130,4037,6111,🎴,0,231,cluster_0
uzaiksohail,LINK,670,29654,14122,Uzaik Sohail,0,182,cluster_0
wangars852333,LINK,17,41776,1549,ดวงจันทร์ของราชา👑🌙,0,78,cluster_0
wardahhelwo1,SOL,45,276,218,Lia Ramadhani,0,237,cluster_0
whatsyouryat,ETH,0,0,0,"Yat (🖖,🖖)",0,0,cluster_0
wincityxy,SHIB,327,20394,6057,lala,0,3596,cluster_0
wwellnessfest,LINK,7,98,0,WorldHealth&WellnessFest,0,0,cluster_0
xascityx,SHIB,102,6660,1171,xasa 🍀 freetag,0,1986,cluster_0
xinnianfirst,LINK,23,13752,4610,first ꒰ ♡ ꒱,0,243,cluster_0
xiomaracastroz,SOL,0,0,0,Xiomara Castro de Zelaya,0,0,cluster_0
xviiixviii1,LINK,177,8438,12388,XVIIIXVIII,6,2379,cluster_0
y0ungboistan,SOL,60,40496,10441,#PICKNAVA #NovemberBigWins✨ RYUJIN AKING INIIROG✨,2,4692,cluster_0
yesimnlb,SHIB,103,304,172,Yeşim Nalbant,1,50,cluster_0
yourmypark,LINK,214,213,1199,nora,0,243,cluster_0
zashwinkumar,SOL,34,888,424,Zala.bit,3,554,cluster_0
zoraidapalacios,LINK,19752,574387,601506,Zoraida Palacios,253,19238,cluster_0
9by8647,SHIB,0,0,0,Noibi Idris,0,0,cluster_0
abangparkir,SOL,1867,12726,2901,Jae,3,1858,cluster_0
ademcin01635631,LINK,5,335,17,Adem Cinar,0,94,cluster_0
adjaandre1,SHIB,244,1997,1750,Adja Andre,3,745,cluster_0
adlofhitier,BTC,0,0,0,Datura stramonium,0,0,cluster_0
adorable_hrj,LINK,0,18195,39695,황안준 🦊,0,121,cluster_0
agbawo93,SOL,80,1164,867,FEG-atic 🦍,0,420,cluster_0
aisling1771,LINK,0,0,0,🌩Ash⁷🌩,0,0,cluster_0
alakwem19,SHIB,1,43,1,Alakwem Kingsley,0,55,cluster_0
alemayehu_sara,ETH2,468,17456,46593,Sara Woldekiros,3,811,cluster_0
alex_the_good,SOL,67,234,424,12by12000,2,158,cluster_0
alexanators_,LINK,0,0,0,ALEXAnators OFC ❤,0,0,cluster_0
alexde_large_,SOL,1924,210268,290077,🇵🇪 Stropicio,20,4903,cluster_0
amir16061756,SHIB,16,342,852,Amir,0,64,cluster_0
amir23346716,LINK,2,132,52,Amir,0,70,cluster_0
andrianusyosep,SHIB,57,5944,11112,andrianus yosep,0,1506,cluster_0
andromida01,SOL,0,0,0,Line,0,0,cluster_0
angelicnymphh,LINK,34604,10882,13955,lil angel ♡ 50% OFF SALE!,83,1764,cluster_0
appfeal,LINK,0,0,0,CLOUD⁹ Medïa,0,0,cluster_0
arachnidualny,LINK,0,0,0,Arachnid,0,0,cluster_0
ayomi04500294,SOL,9,337,194,Ayomi,0,515,cluster_0
ayomided40,SOL,886,503,4835,Black OG #Endsars,0,825,cluster_0
bahar56896021,SOL,0,29,51,Bahar,0,29,cluster_0
balooch20058208,LINK,119,3813,2635,iranian,2,2071,cluster_0
barbr_swier,SHIB,7,67,50,Barti,0,57,cluster_0
basbaswerte,DOGE,0,0,0,$hin • ilysm picknava!!! 🍀,0,0,cluster_0
basketball340,LINK,289,10227,28415,Thomas Jones,1,1313,cluster_0
bermthu,SHIB,90,4608,10547,Berm,0,108,cluster_0
bigwinlagicityx,SHIB,90,16313,6196,Kayla cutie🍃,0,2432,cluster_0
bijilevi,SHIB,83,17231,9755,extremely kawaiii🦄,1,3458,cluster_0
blazsturm,SOL,116,4653,7478,Crypto_Storm#GLCH#VRA#REVA#ASS#NEXO,0,212,cluster_0
blinkroot,LINK,0,1,3558,yo,0,14,cluster_0
bluecactuspress,LINK,0,0,0,bluecactuspress,0,0,cluster_0
bobwang82385887,SHIB,54,428,1572,bob adlian风云哥,0,132,cluster_0
bsk_cult_garage,LINK,1322,2012,740,Bandi Saroj Kumar,1,24,cluster_0
btsvotingorg,LINK,1178275,12286,2817,BTS Vote,6095,99,cluster_0
busifess,LINK,0,0,0,ppp!,0,0,cluster_0
calamarinetwork,LINK,0,0,0,Calamari Network (Hiring!),0,0,cluster_0
carlzinthal,LINK,49,376,143,Carl Zinthal,1,223,cluster_0
casppes,LINK,244,3743,5973,𝓲𝓬𝓪,0,317,cluster_0
cazad121,SOL,0,0,0,Casimir,0,0,cluster_0
cecilia_cruzm,LINK,320,12421,5622,Cecilia_CruzM🇲🇽,2,185,cluster_0
christinedstp,SOL,0,0,0,Christine Danielson,0,0,cluster_0
christonfts,DOGE,17,73,129,CMKing,0,68,cluster_0
chubbymonk40,LINK,0,0,0,ChubbyMonk40,0,0,cluster_0
claudia04306691,LINK,34,2281,6968,Claudia Araujo,1,42,cluster_0
clorene00,LINK,68,2708,2713,⭑𝙆𝙪𝙧𝙞𝙣・,0,502,cluster_0
conteanalytica,SOL,97,12707,8295,Conte Analytica,1,1304,cluster_0
crazymofosss14,SHIB,56,2442,305,shana free tag,0,770,cluster_0
cream_xxjk,LINK,15,9851,7194,Korawan2901,0,414,cluster_0
cripmm,SOL,56,3503,10212,🚀🌕,1,74,cluster_0
cryptodreamer26,SHIB,70,1209,707,🍀🌻LuCKy🇵🇭WiN🌻🍀$BSC #boredseagullclub,0,657,cluster_0
cryptomo,ETH,0,0,0,CryptoMo,0,0,cluster_0
cryptopuffpuf,SOL,45,1055,419,cryptopuffpuf,1,409,cluster_0
ctechtvbfy,SOL,549,103525,102441,CTechTV,527,6,cluster_0
daglhasann,SHIB,1,26,16,Hasan DAĞLI,0,3,cluster_0
davidnvs,LINK,622,23605,41558,willinton david nava,0,852,cluster_0
davidsacks,SOL,0,0,0,David Sacks,0,0,cluster_0
dayse_lea,LINK,14,133,672,Dayse Lea,0,55,cluster_0
dc4348,SHIB,35,100,34,Dylan Chapman,0,115,cluster_0
deygreed,LINK,81,3227,14200,CALMHL,0,176,cluster_0
diiirtytalesxxx,LINK,7449,7235,2233,Kiiing & Gem 𓂀,22,20,cluster_0
dinuccitomy,SOL,13,85,74,Tomy Dinucci,0,30,cluster_0
divinek9_nft,SOL,0,0,0,DivineK9 NFTs,0,0,cluster_0
dk_kxttyswxg,LINK,31,68473,64380,supreme boy,0,222,cluster_0
dodygwala,SHIB,413,1713,594,370HSSV 0773H,1,1122,cluster_0
dougpiontkowski,SHIB,2280,95043,18198,MY GUNS WON'T BE ILLEGAL JUST UNDOCUMENTED,40,3255,cluster_0
dreaalexa1,LINK,155238,2328,7574,DreaAlexaFans.com ♈️,472,997,cluster_0
drmanis01854532,LINK,9,355,29,Dr manish sharma,0,68,cluster_0
eiche03,LINK,90,6863,8746,Eiche,1,277,cluster_0
emilsondasilv10,LINK,2,75,41,Emilson Da Silva Rodrigues,0,140,cluster_0
emmalynxushie,SOL,31,97,56,emmalynxushie,0,152,cluster_0
emmy_uc1,LINK,285,4400,12508,Emmanuel Uchenna Uchenwoko,1,1761,cluster_0
emn_tkn,SOL,0,0,0,Y A Z A R I 〽️ 🇹🇷,0,0,cluster_0
emonkha51103549,LINK,6,399,243,Emon Khan,0,214,cluster_0
epic_texan,SOL,6,565,14,Epic Texan,1,596,cluster_0
eqwie,LINK,13,62,11,Ekwunife Echezor,0,45,cluster_0
erizkyabigwin,SOL,76,3071,837,mahmud hunter 💪,0,964,cluster_0
esaexca,LINK,181,4014,1807,Esa D'Excalibur W (esaexca.near),0,2002,cluster_0
estaputa_,LINK,44,9774,13305,LaPuta,1,729,cluster_0
eubrainwashing,LINK,1329,29349,5700,ConVirus & COn2 𝔹𝕣𝕒𝕚𝕟𝕨𝕒𝕤𝕙𝕚𝕟𝕘,12,692,cluster_0
extracityxx2,SOL,15,344,207,Sawadeekha✨//2//,0,162,cluster_0
exy_669,SOL,2,59,18,Rahmad Hafiz Assegaf,0,33,cluster_0
fahad885874891,DOGE,30,7655,2834,Fahad,1,2212,cluster_0
farhajmayan,SOL,0,0,0,"farhaj.sol (💥, 💥)",0,0,cluster_0
faroukbustany,LINK,20,555,377,FAROUKBOSS,0,616,cluster_0
fasihch3,BTC,0,0,0,Fasih Ch,0,0,cluster_0
fjs2000,SOL,98,314,860,fjs2◎◎◎,1,226,cluster_0
flacosexo1,LINK,18,148,209,Flacosexo,0,77,cluster_0
flawwed1art,LINK,1059,1544,2402,FLawwed1 | Cardano NFT Art,10,560,cluster_0
forexgrandson,LINK,0,9,8,One Rimamchika,0,32,cluster_0
fran_ct_0,LINK,72,17954,86117,Fran⁷🏈🕺,1,254,cluster_0
freire_2006,SHIB,46,1836,736,PositivePeace,0,461,cluster_0
freshprincebmd,LINK,646,13789,23791,Certified Rude Bwoy🇯🇲,0,590,cluster_0
fuelhouse04,LINK,0,0,0,Sam,0,0,cluster_0
g92vince,SHIB,5,47,33,garsonnat,0,62,cluster_0
g_ntanzi,LINK,7335,45957,59612,George,2,6491,cluster_0
gabbierose26,LINK,16337,18541,40341,ᎶᏗᏰᏰᎩᏒᎧᏕᏋ❤️‍🔥🐺❤️‍🔥,2,15678,cluster_0
giiread,SOL,0,0,0,애기,0,0,cluster_0
gmootsales,SOL,235,2489,0,gmootsales,4,7,cluster_0
grandhusk,LINK,553,13789,51101,Grand Husk,4,284,cluster_0
greatestaehyung,SOL,1216,37805,35604,"silêncio, casmurro⁷",6,1115,cluster_0
gudy911,SOL,80,974,456,Cryp_Gudy,1,565,cluster_0
hafidptc,DOGE,10,1325,879,hafid ptc,0,846,cluster_0
happyhauntsnfts,LINK,2308,10662,17277,Happy Haunts,14,2774,cluster_0
helenbevantweet,LINK,0,0,0,Helen Bevan,0,0,cluster_0
henrilee83,SHIB,7,261,451,Henri,0,177,cluster_0
hina300001,SHIB,126,5750,3280,Hina300006️⃣5️⃣🎹,1,1034,cluster_0
holderonyou,LINK,9,826,519,janganadadusta,0,265,cluster_0
holuwaxheun,SOL,0,0,0,gbiri oluwaseun,0,0,cluster_0
honeycuttz91,SHIB,22,616,288,Zach,0,237,cluster_0
horlejean,LINK,700,171222,147986,LiiGhtNingS (Privat Acc),2,341,cluster_0
houdidesu,LINK,13471,16459,10918,❄ Houdi ❄,0,202,cluster_0
hsj_arym_rwm,LINK,0,16869,22455,るん,0,82,cluster_0
hugoraphy,LINK,0,0,0,HugoKorhonen.eth 🎅🏻🎄,0,0,cluster_0
iamoliiii,SHIB,44,9278,2237,Ⓞⓛⓘⓥⓘⓐ,0,2903,cluster_0
ibraheem_salawu,SOL,158,1714,845,Salawu Ibraheem,1,1090,cluster_0
ilvsliam,LINK,1218,13424,8685,Mel con M de medicine me pertenece; css,8,1550,cluster_0
imanol777845316,SOL,13,4574,13142,Imanol,0,108,cluster_0
incezznooraini,SHIB,1000,62241,52140,incezz nooraini dewantara,0,3749,cluster_0
infernomen_yt,LINK,1147,18510,27285,𝘓𝘢𝘯𝘥𝘰𝘯 | インフェル,3,1391,cluster_0
isax_lima,LINK,92,3213,5192,Isadora||A teia🕸,1,121,cluster_0
itsme_kka,SHIB,37,402,1330,k. ✨free tag✨,0,343,cluster_0
ivandia36836507,SHIB,0,6,0,Ivan Diaz,0,109,cluster_0
james_avila_01,SOL,15,479,348,JAV,0,196,cluster_0
jfc78930,SOL,1330,30771,211,jean francois cys,37,4086,cluster_0
jilboobshyper,LINK,213,3424,31,OPEN VCS TRUSTED ! DAN AVAIL CONTENT ♡ RR DI BIO,2,4,cluster_0
jinhua46,SHIB,0,0,0,锦华,0,0,cluster_0
jjiyoshiloml,SOL,165,38573,8926,blue❄️,1,4078,cluster_0
juliandererste,LINK,7,282,3657,Julianus,0,80,cluster_0
june_june25,SHIB,72,432,1332,june_june,0,487,cluster_0
jzapata2005,LINK,188,3534,23391,GitYoSelf ⛓️ 🕸️,1,338,cluster_0
kadir29522270,SHIB,18,358,554,Kadir8,0,61,cluster_0
kajan_tk,SHIB,29,813,2915,kajan,0,292,cluster_0
kenkoo6,ETH2,21,2993,959,ken,0,173,cluster_0
khanriazjoiya,SHIB,5,213,179,RIAZHUSSAIN,1,318,cluster_0
kimdindaaa,LINK,4410,70194,7261,D̶i̶n̶d̶a̶,28,4271,cluster_0
konstelashin,LINK,0,0,0,Zoey,0,0,cluster_0
krad83,LINK,5,106,69,Frans,0,110,cluster_0
krypto_venom,SHIB,33,831,1572,₿en ₿rown XYO,1,103,cluster_0
lajoixp,SHIB,28,330,319,Lajoix Pierre,0,104,cluster_0
lavillerojas2,DOGE,2,1233,0,Laville Rojas,0,0,cluster_0
lbcleide,LINK,683,90572,29987,CleideLB 🎯🏹💫🇧🇷🇹🇷,2,635,cluster_0
lenjenningskmbc,LINK,6210,11977,13457,Len Jennings,168,4282,cluster_0
lifeis__short__,ETH,0,0,0,LifeIs Short,0,0,cluster_0
liyofromethio,LINK,288,3380,1651,Liyat G Haile Photography,11,319,cluster_0
lizaakt34552831,LINK,21,1644,952,Liza akther,0,679,cluster_0
lordj62803015,SOL,369,1826,6087,LL Smol J,5,549,cluster_0
lusciiouslips,LINK,232434,745915,35029,💋🅿🅸🅽🅺🅻🅸🅿🆂💋,993,1377,cluster_0
macb10101,ETH2,0,0,0,MAC ₿,0,0,cluster_0
maesteredward,SOL,1199,22667,32369,NEONMOON studios.,1,3294,cluster_0
mahlatsemla,SOL,0,0,0,Mr FetakgomoLifestyle,0,0,cluster_0
mahzuzjidana,LINK,26,7997,5542,🤲 Mahzuz Jidana 🙏,1,2334,cluster_0
makipu_kun,LINK,260,1779,4308,icyyy • LAST BREATH MT1,0,284,cluster_0
maraguacates,LINK,0,0,0,Mar 🥑 Conquistando 💙,0,0,cluster_0
maraleo43213312,SOL,525,22250,40014,Griselda Ramos 💙🇦🇷💙,3,814,cluster_0
marcelasaebl,SOL,24217,115309,162755,marcelasaeblima,228,3869,cluster_0
marticrypto1,DOGE,5,205,172,Marticrypto,0,8,cluster_0
mattdal46700924,SOL,1,26,7,Matt D,1,68,cluster_0
maysam74658528,LINK,0,3,2,Maysam,0,2,cluster_0
menalkenun,LINK,178,58553,45537,yapen,0,124,cluster_0
menangcityx,SOL,995,14933,4165,🌽.,1,1671,cluster_0
metahero68,SHIB,21,1086,816,Kl2021,1,311,cluster_0
mgodapollo,DOGE,0,0,0,MetaGods | Apollo,0,0,cluster_0
mia_kunn17,SOL,304,1849,24243,𝓜𝓲𝓪💮,1,453,cluster_0
michamixxiw,LINK,215,15185,7218,พีเอส ·ᴗ· ft.พินัยกรรมมันไก่,0,169,cluster_0
mikecelbun91,SHIB,67,1028,893,Shibian No.11💎,1,33,cluster_0
mimamam08385013,LINK,118,2080,18025,primavera azul,0,1007,cluster_0
mimisupdates,LINK,0,0,0,Mariah’s Updates,0,0,cluster_0
missupfe,LINK,279,88253,6934,free tag 🍀✨🍀 bigwin @RichQUACK,2,4989,cluster_0
mmhasib6,DOGE,10,1473,783,MM Hasib,2,886,cluster_0
mmrya06,SHIB,213,522,727,みや,8,236,cluster_0
moon_ibi04,LINK,640,15995,18047,Ibeth 💜 Yours by JIN 🌌OT7 💜,6,938,cluster_0
mrleonard96,LINK,121,780,6533,Mick Jagger,0,1279,cluster_0
mrshell999,SOL,248,78,294,mrshell_lawyer,1,99,cluster_0
msud84,SHIB,8,503,1433,MymyduSud84,1,156,cluster_0
muhammedalicyln,SHIB,2,27,42,muhammedalicyln,0,90,cluster_0
muhammetsezer34,DOGE,0,0,0,Muhammet Sezer,0,0,cluster_0
namrathnam,LINK,3067,49481,88380,︎ ︎,2,807,cluster_0
naughtysmithy,LINK,208,1541,3594,Logan Smith,0,397,cluster_0
neomandy33,SOL,89,2913,1272,joelandy(NFT),2,1237,cluster_0
nepali58302484,SOL,15,1115,897,Nepali,3,802,cluster_0
nepalneedsbtc,ETH,0,0,0,Nepal needs Bitcoin,0,0,cluster_0
nestorurdanpil1,LINK,1,75,179,nu,0,5,cluster_0
nftcollectorpt,SOL,0,0,0,SolNFTCollector,0,0,cluster_0
nftopiafinance,LINK,0,0,0,NFTOPIA,0,0,cluster_0
nishirikicityx,SHIB,61,9092,6056,don't rt my rt's | 𝓝𝓲𝓼𝓱𝓲𝓶𝓾𝓻𝓪 𝓡𝓲𝓴𝓲,0,1868,cluster_0
nomu08t,LINK,232,3623,3604,しおてぃん＠朱夏人,5,289,cluster_0
nur3535,LINK,13,62,56,Nuray Şengul,0,123,cluster_0
o_with_n,LINK,1506,69038,26306,山風のぶ💙,14,1841,cluster_0
octarin_lovexx,SOL,35,1801,1616,Octarin,0,897,cluster_0
officialmashar,LINK,0,0,0,Ben Vertz (Mash Art),0,0,cluster_0
omartak5,SOL,4,786,545,Omar,0,350,cluster_0
omo_adesola,SOL,0,0,0,Bone Cracker 😎,0,0,cluster_0
ompolompon,LINK,119,1927,12256,Ompolompon,1,934,cluster_0
one_defenderr,SHIB,306,1081,2002,Wrex.ONE 💙,2,237,cluster_0
parsfanvicky,LINK,470,17909,22155,Vicky Smith,26,711,cluster_0
penbigwinnn_,LINK,0,0,0,My december will full of joy ||Free tag ☘☘🍀,0,0,cluster_0
pomzeeye,ETH2,596,1442,2854,Ameen Zee 🇪🇹,0,966,cluster_0
prillalala1,LINK,582,45088,57355,Prill,2,692,cluster_0
purpleblizzarrd,DOGE,313,10997,3792,purple blizzard (blook simp),10,818,cluster_0
rapaz_rp,LINK,67,1719,1712,rapaz,0,3198,cluster_0
rawrsomerogue,LINK,535,60221,14988,druig is a RED (flag) stan🧣 | 🏴,0,700,cluster_0
raymond_tham,ETH2,0,0,0,Wonderboy85,0,0,cluster_0
regalass_assin,LINK,59,134,601,🍑Lawd Ham MERCYYYYYY💦💦,0,250,cluster_0
ren0t0,SOL,0,0,0,ミコト@みぃこ@みーさん,0,0,cluster_0
richcrown6193,SOL,1015,4990,3592,Richcrown619,3,1513,cluster_0
richiegrandtour,LINK,12,307,95,Richard,2,51,cluster_0
riu__78y,LINK,7,148,138,りう,2,30,cluster_0
rodb407,SHIB,816,62906,53919,BlessedKing 👑,4,693,cluster_0
rodrigoportell4,LINK,1672,7948,14386,Rodrigo Portella | twitch.tv/rodrigoportell4,4,411,cluster_0
rohitjbhati1,SHIB,44,1291,2411,Rohit J Bhati,1,106,cluster_0
rommelephen,SHIB,19,836,817,rommelephen@gmail.co,0,300,cluster_0
rubiah990,SOL,81,951,1001,Rubiah990 || RUNE Game,3,673,cluster_0
rudygontxal,SOL,381,5347,55606,Rudy Gonzalo,0,638,cluster_0
ryanben77,SHIB,670,46095,82657,Ryan Benney 🇿🇼 🇦🇺,14,1330,cluster_0
sahlanidza3,LINK,35,3417,50,YTTA,0,28,cluster_0
sampinzone,SOL,1008,1994,543,Cryptomansam,22,978,cluster_0
samuelcjulius,LINK,7,496,6660,Samuel C.Julius,0,202,cluster_0
sangeet91166119,LINK,528,10295,9995,Sangeeta 🥰(follow me),0,302,cluster_0
sansani0001,SHIB,353,3975,1999,Manjit Sansaniwal,1,89,cluster_0
santi_cantik23,LINK,301,6009,4937,Santi_hsb,1,589,cluster_0
sargonboy,SOL,14,122,82,Raphy,0,41,cluster_0
sarmy3264,SOL,11,349,189,Ali-the real og,0,329,cluster_0
sebasti41386911,SHIB,2,254,263,Sebastiaan,0,26,cluster_0
sebastianjaffe1,SHIB,248,14280,21287,SebastianJaffeux,0,972,cluster_0
selymsomething,LINK,51,14459,18976,Selym_Something,0,638,cluster_0
seonghwas_8tiny,LINK,339,4378,9495,Daratiny ⚓︎,1,418,cluster_0
serendirenj,SOL,65,2707,1058,sa,0,3952,cluster_0
shardonny15,LINK,211,7551,34242,Shardonny/Sharcci,0,351,cluster_0
sharkzllr,LINK,329,39631,5436,شاكيمارو,0,159,cluster_0
sharveshlaks,LINK,1357,22316,45947,t༙h༙a༙l༙a༙ m༙i༙r༙u༙g༙a༙m༙🐯,0,2681,cluster_0
shishir21861922,LINK,0,56,38,Shishir,0,61,cluster_0
sk9zaz,LINK,374,8457,9462,守月恭介(キョロー三代目),11,1050,cluster_0
sol_perfectkaos,SOL,1132,16677,11703,Sole 🌞-E,0,1005,cluster_0
solanabdcnews,SOL,39453,1349,4388,S◎L BDC ,227,1322,cluster_0
solanauts,SOL,0,0,0,Solanauts,0,0,cluster_0
squaregas,LINK,5974,108532,749,Pyaar Se Mario,33,281,cluster_0
squidmooncoin,DOGE,0,0,0,Squid Moon,0,0,cluster_0
starrockevent,LINK,1227,12966,1,Star Rock Enterprise,0,895,cluster_0
stevemp1981,LINK,13,163,11843,SteveP1981,0,271,cluster_0
stevenshiben,SOL,0,0,0,StevenShiben💛1.14.5,0,0,cluster_0
sukmawi21415812,SHIB,14,2235,1452,Kyung soon,0,781,cluster_0
swiftfx3,SOL,25,735,848,RodExchange,0,425,cluster_0
tantelydanis,LINK,3,42,17,Ærmañd Dãñïs Tantely,0,39,cluster_0
tdrop99,SHIB,11,430,820,TomsAirDrop99,0,201,cluster_0
tejiendosolida1,SOL,1613,1280,558,Tejiendo Solidaridad,2,1626,cluster_0
the_mike26,LINK,99,1150,848,🍺,0,500,cluster_0
thebiggrog,LINK,2667,37665,128338,Mark Gregory ن 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇮🇱,85,2038,cluster_0
thenickclifton,ETH2,0,0,0,Nicholas Clifton,0,0,cluster_0
thurzinbait,SOL,0,0,0,K1NG 👑,0,0,cluster_0
tinycutecreatu,LINK,0,0,0,tinycutecreaturesnft,0,0,cluster_0
tomoonight,LINK,69,6574,11646,Arin,1,176,cluster_0
tradeblunt,SHIB,0,0,0,tradeblunt,0,0,cluster_0
tuitastrologico,SOL,15851,27747,43821,Madame Anshelyk 💫🖤✨,89,838,cluster_0
unalbk,SOL,33,179,79,KriptoCu•|~,0,154,cluster_0
valejtereshkova,LINK,107,302,2129,Valentina Vizcarra 🌳 #BoricPresidente,0,369,cluster_0
vatican_kz,LINK,124,31869,22944,VaticaN,1,746,cluster_0
vdesember95_,SOL,151,31778,9288,BoraBoraVBora🐯,0,3851,cluster_0
vinagustiani3,SOL,96,11443,2929,Vinagustiani29,0,2109,cluster_0
virupakshpandey,LINK,141,695,4100,Virupaksh Pandey,0,227,cluster_0
vweeeevwee,LINK,128,19076,1031,𝙫𝙤𝙧𝙀𝙬𝙚𝙚 🎨,1,166,cluster_0
widiyan22384577,SHIB,43,1528,842,Widiyanto,1,682,cluster_0
wisejack6,LINK,102,3736,13552,Wisejack,0,1389,cluster_0
wjk666789,SHIB,14,291,1313,SHIBA善行,0,97,cluster_0
wweuniverse,DOGE,0,0,0,WWE Universe,0,0,cluster_0
xandan90,LINK,65,1976,303,CryptoManiac XanDan (XANWORLD🌎),1,69,cluster_0
xmiagrecox,LINK,0,0,0,🎀Mia🎀 top 1% of all creators,0,0,cluster_0
xxcryptosato,SOL,894,924,26,Sato,0,123,cluster_0
yasmin_1903bjk,SOL,13106,91885,107790,ցülεղყüz 1903 🦅 🐾😺,8,4195,cluster_0
yenthai10,LINK,0,33,25,Yen Thai,0,35,cluster_0
yhoung_ceo2,LINK,318,291,1864,Mmaa p3 killer😂😁,0,434,cluster_0
youngprincess_j,LINK,31143,26643,18527,YoungPrincessJenny,86,1392,cluster_0
yusali15,LINK,2,47,28,Yu Sali,0,48,cluster_0
yuslove212,SOL,21,261,151,Yusuf,0,145,cluster_0
zhendeska,SHIB,5,64,13,$HACHI | fahmi amirudin,0,60,cluster_0
zmbiov,LINK,29,30,131,Gay boi,0,131,cluster_0
zozo44618025,SHIB,6,494,375,zozo,0,584,cluster_0
zugohan,LINK,1204,1588,13131,Oğuz Han,0,1334,cluster_0
zxj3r1tgikgjuup,LINK,0,247,136,Роман Ягнышев,0,204,cluster_0
1devilworks3,SHIB,28,1662,2554,Lazy workhouse,1,243,cluster_0
1stclasstrouble,LINK,0,0,0,First Class Trouble 🥂🍾,0,0,cluster_0
2tenxavier,LINK,145,7019,8711,Itachi Lorr,9,1020,cluster_0
4696niwafx,LINK,208,30004,163961,黒庭亭園(イラスト練習中),11,2953,cluster_0
6lack_panther,SOL,109,2154,1647,Osu🇳🇬,2,1445,cluster_0
_diana_91_,SOL,107,3238,12854,diana🍐,0,158,cluster_0
_venusmayson,LINK,107,304,317,Venus Mayson,0,106,cluster_0
adam681537071,LINK,4,1582,3602,Adam,0,46,cluster_0
addisota,DOGE,0,0,0,Addisota,0,0,cluster_0
adityasandy767,LINK,608,7404,344,chonicho,3,733,cluster_0
ahmed007860,SHIB,19,258,750,Abu,0,256,cluster_0
ahmet470121,DOGE,261,2559,1114,ahmet,0,557,cluster_0
akudas7,LINK,503,15460,14001,Aku Das,0,1438,cluster_0
akupcrhaechan,LINK,0,0,0,Fila,0,0,cluster_0
alphamart8,SOL,1,114,94,Alphamart,0,87,cluster_0
altan_eee,SHIB,150,16057,13810,Altan eee,0,220,cluster_0
alya_dogan,LINK,293,11961,38932,Sebnem Doğan 💚💫💚,1,1321,cluster_0
am_cryptoor,LINK,0,37,3,AM_cryptoor,0,73,cluster_0
amgourav,LINK,479,83318,3963,Gourav,2,2123,cluster_0
andyheisel,LINK,0,0,0,Andrew Heisel,0,0,cluster_0
angger5011,LINK,2053,50263,27406,Bismillah Bigwin 🇲🇨❤️🇲🇨,1,4999,cluster_0
anggi25012000,LINK,11,173,297,Anggih,0,224,cluster_0
angulorm,LINK,113,1634,3845,🔜🐢,0,179,cluster_0
anisabohay8,LINK,13162,142,47,Film Premium Telegram murah,9,100,cluster_0
anna_itsonlyme,LINK,2720,22989,39735,Anna 🌸,24,594,cluster_0
annamarieeoxox,LINK,2349,5015,4105,ANNA MARIE💋,2,219,cluster_0
annpattarakan,LINK,125,68503,5037,Pättië_A🦋,3,75,cluster_0
